!,"ID for suite of sites or experiments","Name of experiment, field test or survey",Field Overlay (DOME) ID,Seaonal Strategy (DOME) ID,Rotational Analysis (DOME) ID,BATCH (DOME) ID,,,Treatment Name,4-character Climate ID code,Climate replication number for multiple realizations of weather data (ask Alex),Region ID,Regional stratum identification number,RAP ID,"Management regimen ID, for multiple management regimens per RAP",Names of institutions involved in collection of field or survey data,"Crop rotation indicator (=1 to indicate that this is a continuous, multi-year simulation, =0 for single year simulations)",Weather station ID,Soil ID,Site Latitude,Site Longitude,Crop type (common name) ,Crop model-specific cultivar ID,Cultivar name,Start of simulation date,Planting date,"Observed harvested yield, dry weight",Observed total above-ground biomass at harvest,Observed harvest date,Total number of irrigation events,Total amount of irrigation,Type of irrigation application,Total number of fertilizer applications,Total N applied,Total P applied,Total K applied,Manure and applied oganic matter,Total number of tillage applications,"Tillage type (hand, animal or mechanized)",Experiment ID,Weather ID,Soil ID,DOME ID for Overlay,DOME ID for Seasonal  ,DOME ID for Rotational ,DOME ID for Batch DOME,"Short name of crop model used for simulations (e.g., DSSAT, APSIM, Aquacrop, STICS, etc.)",Model name and version number of the crop model used to generate simulated outputs,"Simulated harvest yield, dry matter","Simulated above-ground biomass at harvest, dry matter",Simulated anthesis date,Simulated maturity date,Simulated harvest date,"Simulated leaf area index, maximum",Total precipitation from planting to harvest,"Simulated evapotranspiration, planting to harvest",Simulated N uptake during season,Simulated N leached up to harvest maturity,"Transpiration, cumulative from planting to harvest","Evaporation,soil, cumulative from planting to harvest"
!,text,text,text,text,text,text,number,number,text,code,number,code,number,code,code,text,number,text,text,decimal degrees,decimal degrees,text,text,text,yyyy-mm-dd,yyyy-mm-dd,kg/ha,kg/ha,yyyy-mm-dd,number,mm,text,number,kg[N]/ha,kg[P]/ha,kg[K]/ha,kg/ha,#,text,text,text,text,text,text,text,text,text,text,kg/ha,kg/ha,yyyy-mm-dd,yyyy-mm-dd,yyyy-mm-dd,m2/m2,mm,mm,kg/ha,kg/ha,mm,mm
#,SUITE_ID,EXNAME,FIELD_OVERLAY,SEASONAL_STRATEGY,ROTATIONAL_ANALYSIS,BATCH_DOME,BATCH_RUN#,RUN#,TRT_NAME,CLIM_ID,CLIM_REP,REG_ID,STRATUM,RAP_ID,MAN_ID,INSTITUTION,ROTATION,WST_ID,SOIL_ID,FL_LAT,FL_LONG,CRID_text,CUL_ID,CUL_NAME,SDAT,PDATE,HWAH,CWAH,HDATE,IR#C,IR_TOT,IROP_text,FE_#,FEN_TOT,FEP_TOT,FEK_TOT,OM_TOT,TI_#,TIIMP_text,EID,WID,SID,DOID,DSID,DRID,BDID,CROP_MODEL,MODEL_VER,HWAH_S,CWAH_S,ADAT_S,MDAT_S,HADAT_S,LAIX_S,PRCP_S,ETCP_S,NUCM_S,NLCM_S,EPCP_S,ESCP_S
*,,"NIORO020_1_b26__27","NIORO------SOIL2","NIORO-2-----0XFX","","GENERIC------CTWN","26",27,"","0XFX",1,"NIORO","2",,,AgMIP,0,MEDI,ITSN840042,13.5861,-15.5782,"Maize",IF0021,"TZEEY-SRBC5",2006-06-11,2006-07-11,,,,,,"",2,30,0,0,556,,"","5b408e7d55c648ac5aad8256cc2b1cf15e85125fc277bf13c06f02cbe3ea3660","b148fb2c1cf46d7809c548061ff68ef5b274786c48f82ace2232f1f8e6cd1f10","4eb704ecd535b72d143060b88494a84726db6c0b071480f6fa52e081724d3966","385c59737ad066fb338e43c1597ecb38da6d456cc296196639eacd6b35a5dcca","bf07f6a68d763e9a958a1d247ee7399d7c381304421fe63fb52bee0ee2bcf4ce","","3dbfa8f39f5e6841c5cb95d0e8307a4a1fe7dedbe36da286c1d780b2d205e467",DSSAT,"DSSAT MZCER046 Ver. 4.6.0.043 -develop","576","1771","2006-08-23","2006-09-20","2006-09-20","0.5","344.7","256.3","20","0","60.5","196.4"
*,,"NIORO020_1_b26__28","NIORO------SOIL2","NIORO-2-----0XFX","","GENERIC------CTWN","26",28,"","0XFX",1,"NIORO","2",,,AgMIP,0,MEDI,ITSN840042,13.5861,-15.5782,"Maize",IF0021,"TZEEY-SRBC5",2007-06-11,2007-07-11,,,,,,"",2,30,0,0,556,,"","5b408e7d55c648ac5aad8256cc2b1cf15e85125fc277bf13c06f02cbe3ea3660","b148fb2c1cf46d7809c548061ff68ef5b274786c48f82ace2232f1f8e6cd1f10","4eb704ecd535b72d143060b88494a84726db6c0b071480f6fa52e081724d3966","385c59737ad066fb338e43c1597ecb38da6d456cc296196639eacd6b35a5dcca","bf07f6a68d763e9a958a1d247ee7399d7c381304421fe63fb52bee0ee2bcf4ce","","3dbfa8f39f5e6841c5cb95d0e8307a4a1fe7dedbe36da286c1d780b2d205e467",DSSAT,"DSSAT MZCER046 Ver. 4.6.0.043 -develop","528","1678","2007-08-22","2007-09-20","2007-09-20","0.5","406.1","281.9","20","2","58.6","224.0"
*,,"NIORO020_1_b26__29","NIORO------SOIL2","NIORO-2-----0XFX","","GENERIC------CTWN","26",29,"","0XFX",1,"NIORO","2",,,AgMIP,0,MEDI,ITSN840042,13.5861,-15.5782,"Maize",IF0021,"TZEEY-SRBC5",2008-06-11,2008-07-11,,,,,,"",2,30,0,0,556,,"","5b408e7d55c648ac5aad8256cc2b1cf15e85125fc277bf13c06f02cbe3ea3660","b148fb2c1cf46d7809c548061ff68ef5b274786c48f82ace2232f1f8e6cd1f10","4eb704ecd535b72d143060b88494a84726db6c0b071480f6fa52e081724d3966","385c59737ad066fb338e43c1597ecb38da6d456cc296196639eacd6b35a5dcca","bf07f6a68d763e9a958a1d247ee7399d7c381304421fe63fb52bee0ee2bcf4ce","","3dbfa8f39f5e6841c5cb95d0e8307a4a1fe7dedbe36da286c1d780b2d205e467",DSSAT,"DSSAT MZCER046 Ver. 4.6.0.043 -develop","536","1666","2008-08-23","2008-09-21","2008-09-21","0.5","389.0","299.2","19","2","57.5","242.3"
*,,"NIORO020_1_b26__30","NIORO------SOIL2","NIORO-2-----0XFX","","GENERIC------CTWN","26",30,"","0XFX",1,"NIORO","2",,,AgMIP,0,MEDI,ITSN840042,13.5861,-15.5782,"Maize",IF0021,"TZEEY-SRBC5",2009-06-11,2009-07-11,,,,,,"",2,30,0,0,556,,"","5b408e7d55c648ac5aad8256cc2b1cf15e85125fc277bf13c06f02cbe3ea3660","b148fb2c1cf46d7809c548061ff68ef5b274786c48f82ace2232f1f8e6cd1f10","4eb704ecd535b72d143060b88494a84726db6c0b071480f6fa52e081724d3966","385c59737ad066fb338e43c1597ecb38da6d456cc296196639eacd6b35a5dcca","bf07f6a68d763e9a958a1d247ee7399d7c381304421fe63fb52bee0ee2bcf4ce","","3dbfa8f39f5e6841c5cb95d0e8307a4a1fe7dedbe36da286c1d780b2d205e467",DSSAT,"DSSAT MZCER046 Ver. 4.6.0.043 -develop","635","1605","2009-08-21","2009-09-19","2009-09-19","0.4","546.7","304.6","19","23","51.5","253.6"
*,,"NIORO020_1_b27__1","NIORO------SOIL2","NIORO-2-----0XFX","","GENERIC------CTWN","27",1,"","0XFX",1,"NIORO","2",,,AgMIP,0,MEDI,ITSN840042,13.5861,-15.5782,"Maize",IF0021,"TZEEY-SRBC5",1980-06-11,1980-07-11,,,,,,"",2,60,0,0,556,,"","5b408e7d55c648ac5aad8256cc2b1cf15e85125fc277bf13c06f02cbe3ea3660","b148fb2c1cf46d7809c548061ff68ef5b274786c48f82ace2232f1f8e6cd1f10","4eb704ecd535b72d143060b88494a84726db6c0b071480f6fa52e081724d3966","385c59737ad066fb338e43c1597ecb38da6d456cc296196639eacd6b35a5dcca","bf07f6a68d763e9a958a1d247ee7399d7c381304421fe63fb52bee0ee2bcf4ce","","3dbfa8f39f5e6841c5cb95d0e8307a4a1fe7dedbe36da286c1d780b2d205e467",DSSAT,"DSSAT MZCER046 Ver. 4.6.0.043 -develop","629","1859","1980-08-23","1980-09-20","1980-09-20","0.5","351.3","253.2","20","2","59.1","194.6"
*,,"NIORO020_1_b27__2","NIORO------SOIL2","NIORO-2-----0XFX","","GENERIC------CTWN","27",2,"","0XFX",1,"NIORO","2",,,AgMIP,0,MEDI,ITSN840042,13.5861,-15.5782,"Maize",IF0021,"TZEEY-SRBC5",1981-06-11,1981-07-11,,,,,,"",2,60,0,0,556,,"","5b408e7d55c648ac5aad8256cc2b1cf15e85125fc277bf13c06f02cbe3ea3660","b148fb2c1cf46d7809c548061ff68ef5b274786c48f82ace2232f1f8e6cd1f10","4eb704ecd535b72d143060b88494a84726db6c0b071480f6fa52e081724d3966","385c59737ad066fb338e43c1597ecb38da6d456cc296196639eacd6b35a5dcca","bf07f6a68d763e9a958a1d247ee7399d7c381304421fe63fb52bee0ee2bcf4ce","","3dbfa8f39f5e6841c5cb95d0e8307a4a1fe7dedbe36da286c1d780b2d205e467",DSSAT,"DSSAT MZCER046 Ver. 4.6.0.043 -develop","777","2194","1981-08-23","1981-09-22","1981-09-22","0.5","460.4","320.3","24","11","70.3","250.8"
*,,"NIORO020_1_b27__3","NIORO------SOIL2","NIORO-2-----0XFX","","GENERIC------CTWN","27",3,"","0XFX",1,"NIORO","2",,,AgMIP,0,MEDI,ITSN840042,13.5861,-15.5782,"Maize",IF0021,"TZEEY-SRBC5",1982-06-11,1982-07-11,,,,,,"",2,60,0,0,556,,"","5b408e7d55c648ac5aad8256cc2b1cf15e85125fc277bf13c06f02cbe3ea3660","b148fb2c1cf46d7809c548061ff68ef5b274786c48f82ace2232f1f8e6cd1f10","4eb704ecd535b72d143060b88494a84726db6c0b071480f6fa52e081724d3966","385c59737ad066fb338e43c1597ecb38da6d456cc296196639eacd6b35a5dcca","bf07f6a68d763e9a958a1d247ee7399d7c381304421fe63fb52bee0ee2bcf4ce","","3dbfa8f39f5e6841c5cb95d0e8307a4a1fe7dedbe36da286c1d780b2d205e467",DSSAT,"DSSAT MZCER046 Ver. 4.6.0.043 -develop","662","1983","1982-08-23","1982-09-22","1982-09-22","0.6","365.1","289.6","23","1","67.1","223.1"
*,,"NIORO020_1_b27__4","NIORO------SOIL2","NIORO-2-----0XFX","","GENERIC------CTWN","27",4,"","0XFX",1,"NIORO","2",,,AgMIP,0,MEDI,ITSN840042,13.5861,-15.5782,"Maize",IF0021,"TZEEY-SRBC5",1983-06-11,1983-07-11,,,,,,"",2,60,0,0,556,,"","5b408e7d55c648ac5aad8256cc2b1cf15e85125fc277bf13c06f02cbe3ea3660","b148fb2c1cf46d7809c548061ff68ef5b274786c48f82ace2232f1f8e6cd1f10","4eb704ecd535b72d143060b88494a84726db6c0b071480f6fa52e081724d3966","385c59737ad066fb338e43c1597ecb38da6d456cc296196639eacd6b35a5dcca","bf07f6a68d763e9a958a1d247ee7399d7c381304421fe63fb52bee0ee2bcf4ce","","3dbfa8f39f5e6841c5cb95d0e8307a4a1fe7dedbe36da286c1d780b2d205e467",DSSAT,"DSSAT MZCER046 Ver. 4.6.0.043 -develop","317","1200","1983-08-22","1983-09-19","1983-09-19","0.4","182.6","167.2","17","0","43.2","124.6"
*,,"NIORO020_1_b27__5","NIORO------SOIL2","NIORO-2-----0XFX","","GENERIC------CTWN","27",5,"","0XFX",1,"NIORO","2",,,AgMIP,0,MEDI,ITSN840042,13.5861,-15.5782,"Maize",IF0021,"TZEEY-SRBC5",1984-06-11,1984-07-11,,,,,,"",2,60,0,0,556,,"","5b408e7d55c648ac5aad8256cc2b1cf15e85125fc277bf13c06f02cbe3ea3660","b148fb2c1cf46d7809c548061ff68ef5b274786c48f82ace2232f1f8e6cd1f10","4eb704ecd535b72d143060b88494a84726db6c0b071480f6fa52e081724d3966","385c59737ad066fb338e43c1597ecb38da6d456cc296196639eacd6b35a5dcca","bf07f6a68d763e9a958a1d247ee7399d7c381304421fe63fb52bee0ee2bcf4ce","","3dbfa8f39f5e6841c5cb95d0e8307a4a1fe7dedbe36da286c1d780b2d205e467",DSSAT,"DSSAT MZCER046 Ver. 4.6.0.043 -develop","276","1152","1984-08-22","1984-09-19","1984-09-19","0.4","171.5","156.7","17","0","37.0","120.0"
*,,"NIORO020_1_b27__6","NIORO------SOIL2","NIORO-2-----0XFX","","GENERIC------CTWN","27",6,"","0XFX",1,"NIORO","2",,,AgMIP,0,MEDI,ITSN840042,13.5861,-15.5782,"Maize",IF0021,"TZEEY-SRBC5",1985-06-11,1985-07-11,,,,,,"",2,60,0,0,556,,"","5b408e7d55c648ac5aad8256cc2b1cf15e85125fc277bf13c06f02cbe3ea3660","b148fb2c1cf46d7809c548061ff68ef5b274786c48f82ace2232f1f8e6cd1f10","4eb704ecd535b72d143060b88494a84726db6c0b071480f6fa52e081724d3966","385c59737ad066fb338e43c1597ecb38da6d456cc296196639eacd6b35a5dcca","bf07f6a68d763e9a958a1d247ee7399d7c381304421fe63fb52bee0ee2bcf4ce","","3dbfa8f39f5e6841c5cb95d0e8307a4a1fe7dedbe36da286c1d780b2d205e467",DSSAT,"DSSAT MZCER046 Ver. 4.6.0.043 -develop","799","2025","1985-08-23","1985-09-21","1985-09-21","0.5","294.2","260.1","23","0","61.6","199.1"
*,,"NIORO020_1_b27__7","NIORO------SOIL2","NIORO-2-----0XFX","","GENERIC------CTWN","27",7,"","0XFX",1,"NIORO","2",,,AgMIP,0,MEDI,ITSN840042,13.5861,-15.5782,"Maize",IF0021,"TZEEY-SRBC5",1986-06-11,1986-07-11,,,,,,"",2,60,0,0,556,,"","5b408e7d55c648ac5aad8256cc2b1cf15e85125fc277bf13c06f02cbe3ea3660","b148fb2c1cf46d7809c548061ff68ef5b274786c48f82ace2232f1f8e6cd1f10","4eb704ecd535b72d143060b88494a84726db6c0b071480f6fa52e081724d3966","385c59737ad066fb338e43c1597ecb38da6d456cc296196639eacd6b35a5dcca","bf07f6a68d763e9a958a1d247ee7399d7c381304421fe63fb52bee0ee2bcf4ce","","3dbfa8f39f5e6841c5cb95d0e8307a4a1fe7dedbe36da286c1d780b2d205e467",DSSAT,"DSSAT MZCER046 Ver. 4.6.0.043 -develop","755","1981","1986-08-21","1986-09-20","1986-09-20","0.5","511.5","246.4","23","10","60.4","186.7"
*,,"NIORO020_1_b27__8","NIORO------SOIL2","NIORO-2-----0XFX","","GENERIC------CTWN","27",8,"","0XFX",1,"NIORO","2",,,AgMIP,0,MEDI,ITSN840042,13.5861,-15.5782,"Maize",IF0021,"TZEEY-SRBC5",1987-06-11,1987-07-11,,,,,,"",2,60,0,0,556,,"","5b408e7d55c648ac5aad8256cc2b1cf15e85125fc277bf13c06f02cbe3ea3660","b148fb2c1cf46d7809c548061ff68ef5b274786c48f82ace2232f1f8e6cd1f10","4eb704ecd535b72d143060b88494a84726db6c0b071480f6fa52e081724d3966","385c59737ad066fb338e43c1597ecb38da6d456cc296196639eacd6b35a5dcca","bf07f6a68d763e9a958a1d247ee7399d7c381304421fe63fb52bee0ee2bcf4ce","","3dbfa8f39f5e6841c5cb95d0e8307a4a1fe7dedbe36da286c1d780b2d205e467",DSSAT,"DSSAT MZCER046 Ver. 4.6.0.043 -develop","613","1861","1987-08-22","1987-09-20","1987-09-20","0.5","406.3","244.3","21","12","63.5","181.5"
*,,"NIORO020_1_b27__9","NIORO------SOIL2","NIORO-2-----0XFX","","GENERIC------CTWN","27",9,"","0XFX",1,"NIORO","2",,,AgMIP,0,MEDI,ITSN840042,13.5861,-15.5782,"Maize",IF0021,"TZEEY-SRBC5",1988-06-11,1988-07-11,,,,,,"",2,60,0,0,556,,"","5b408e7d55c648ac5aad8256cc2b1cf15e85125fc277bf13c06f02cbe3ea3660","b148fb2c1cf46d7809c548061ff68ef5b274786c48f82ace2232f1f8e6cd1f10","4eb704ecd535b72d143060b88494a84726db6c0b071480f6fa52e081724d3966","385c59737ad066fb338e43c1597ecb38da6d456cc296196639eacd6b35a5dcca","bf07f6a68d763e9a958a1d247ee7399d7c381304421fe63fb52bee0ee2bcf4ce","","3dbfa8f39f5e6841c5cb95d0e8307a4a1fe7dedbe36da286c1d780b2d205e467",DSSAT,"DSSAT MZCER046 Ver. 4.6.0.043 -develop","789","2125","1988-08-24","1988-09-23","1988-09-23","0.6","636.8","314.2","25","24","69.8","245.3"
*,,"NIORO020_1_b27__10","NIORO------SOIL2","NIORO-2-----0XFX","","GENERIC------CTWN","27",10,"","0XFX",1,"NIORO","2",,,AgMIP,0,MEDI,ITSN840042,13.5861,-15.5782,"Maize",IF0021,"TZEEY-SRBC5",1989-06-11,1989-07-11,,,,,,"",2,60,0,0,556,,"","5b408e7d55c648ac5aad8256cc2b1cf15e85125fc277bf13c06f02cbe3ea3660","b148fb2c1cf46d7809c548061ff68ef5b274786c48f82ace2232f1f8e6cd1f10","4eb704ecd535b72d143060b88494a84726db6c0b071480f6fa52e081724d3966","385c59737ad066fb338e43c1597ecb38da6d456cc296196639eacd6b35a5dcca","bf07f6a68d763e9a958a1d247ee7399d7c381304421fe63fb52bee0ee2bcf4ce","","3dbfa8f39f5e6841c5cb95d0e8307a4a1fe7dedbe36da286c1d780b2d205e467",DSSAT,"DSSAT MZCER046 Ver. 4.6.0.043 -develop","725","1950","1989-08-23","1989-09-23","1989-09-23","0.5","423.7","287.1","23","9","65.4","222.3"
*,,"NIORO020_1_b27__11","NIORO------SOIL2","NIORO-2-----0XFX","","GENERIC------CTWN","27",11,"","0XFX",1,"NIORO","2",,,AgMIP,0,MEDI,ITSN840042,13.5861,-15.5782,"Maize",IF0021,"TZEEY-SRBC5",1990-06-11,1990-07-11,,,,,,"",2,60,0,0,556,,"","5b408e7d55c648ac5aad8256cc2b1cf15e85125fc277bf13c06f02cbe3ea3660","b148fb2c1cf46d7809c548061ff68ef5b274786c48f82ace2232f1f8e6cd1f10","4eb704ecd535b72d143060b88494a84726db6c0b071480f6fa52e081724d3966","385c59737ad066fb338e43c1597ecb38da6d456cc296196639eacd6b35a5dcca","bf07f6a68d763e9a958a1d247ee7399d7c381304421fe63fb52bee0ee2bcf4ce","","3dbfa8f39f5e6841c5cb95d0e8307a4a1fe7dedbe36da286c1d780b2d205e467",DSSAT,"DSSAT MZCER046 Ver. 4.6.0.043 -develop","600","1805","1990-08-22","1990-09-20","1990-09-20","0.5","334.7","245.7","21","2","63.2","183.1"
*,,"NIORO020_1_b27__12","NIORO------SOIL2","NIORO-2-----0XFX","","GENERIC------CTWN","27",12,"","0XFX",1,"NIORO","2",,,AgMIP,0,MEDI,ITSN840042,13.5861,-15.5782,"Maize",IF0021,"TZEEY-SRBC5",1991-06-11,1991-07-11,,,,,,"",2,60,0,0,556,,"","5b408e7d55c648ac5aad8256cc2b1cf15e85125fc277bf13c06f02cbe3ea3660","b148fb2c1cf46d7809c548061ff68ef5b274786c48f82ace2232f1f8e6cd1f10","4eb704ecd535b72d143060b88494a84726db6c0b071480f6fa52e081724d3966","385c59737ad066fb338e43c1597ecb38da6d456cc296196639eacd6b35a5dcca","bf07f6a68d763e9a958a1d247ee7399d7c381304421fe63fb52bee0ee2bcf4ce","","3dbfa8f39f5e6841c5cb95d0e8307a4a1fe7dedbe36da286c1d780b2d205e467",DSSAT,"DSSAT MZCER046 Ver. 4.6.0.043 -develop","749","1776","1991-08-22","1991-09-21","1991-09-21","0.4","291.6","247.7","21","0","55.0","193.2"
*,,"NIORO020_1_b27__13","NIORO------SOIL2","NIORO-2-----0XFX","","GENERIC------CTWN","27",13,"","0XFX",1,"NIORO","2",,,AgMIP,0,MEDI,ITSN840042,13.5861,-15.5782,"Maize",IF0021,"TZEEY-SRBC5",1992-06-11,1992-07-11,,,,,,"",2,60,0,0,556,,"","5b408e7d55c648ac5aad8256cc2b1cf15e85125fc277bf13c06f02cbe3ea3660","b148fb2c1cf46d7809c548061ff68ef5b274786c48f82ace2232f1f8e6cd1f10","4eb704ecd535b72d143060b88494a84726db6c0b071480f6fa52e081724d3966","385c59737ad066fb338e43c1597ecb38da6d456cc296196639eacd6b35a5dcca","bf07f6a68d763e9a958a1d247ee7399d7c381304421fe63fb52bee0ee2bcf4ce","","3dbfa8f39f5e6841c5cb95d0e8307a4a1fe7dedbe36da286c1d780b2d205e467",DSSAT,"DSSAT MZCER046 Ver. 4.6.0.043 -develop","476","1385","1992-08-22","1992-09-21","1992-09-21","0.4","444.4","241.2","18","14","52.4","189.4"
*,,"NIORO020_1_b27__14","NIORO------SOIL2","NIORO-2-----0XFX","","GENERIC------CTWN","27",14,"","0XFX",1,"NIORO","2",,,AgMIP,0,MEDI,ITSN840042,13.5861,-15.5782,"Maize",IF0021,"TZEEY-SRBC5",1993-06-11,1993-07-11,,,,,,"",2,60,0,0,556,,"","5b408e7d55c648ac5aad8256cc2b1cf15e85125fc277bf13c06f02cbe3ea3660","b148fb2c1cf46d7809c548061ff68ef5b274786c48f82ace2232f1f8e6cd1f10","4eb704ecd535b72d143060b88494a84726db6c0b071480f6fa52e081724d3966","385c59737ad066fb338e43c1597ecb38da6d456cc296196639eacd6b35a5dcca","bf07f6a68d763e9a958a1d247ee7399d7c381304421fe63fb52bee0ee2bcf4ce","","3dbfa8f39f5e6841c5cb95d0e8307a4a1fe7dedbe36da286c1d780b2d205e467",DSSAT,"DSSAT MZCER046 Ver. 4.6.0.043 -develop","722","1984","1993-08-21","1993-09-19","1993-09-19","0.5","423.9","279.4","22","9","62.5","217.6"
*,,"NIORO020_1_b27__15","NIORO------SOIL2","NIORO-2-----0XFX","","GENERIC------CTWN","27",15,"","0XFX",1,"NIORO","2",,,AgMIP,0,MEDI,ITSN840042,13.5861,-15.5782,"Maize",IF0021,"TZEEY-SRBC5",1994-06-11,1994-07-11,,,,,,"",2,60,0,0,556,,"","5b408e7d55c648ac5aad8256cc2b1cf15e85125fc277bf13c06f02cbe3ea3660","b148fb2c1cf46d7809c548061ff68ef5b274786c48f82ace2232f1f8e6cd1f10","4eb704ecd535b72d143060b88494a84726db6c0b071480f6fa52e081724d3966","385c59737ad066fb338e43c1597ecb38da6d456cc296196639eacd6b35a5dcca","bf07f6a68d763e9a958a1d247ee7399d7c381304421fe63fb52bee0ee2bcf4ce","","3dbfa8f39f5e6841c5cb95d0e8307a4a1fe7dedbe36da286c1d780b2d205e467",DSSAT,"DSSAT MZCER046 Ver. 4.6.0.043 -develop","615","1803","1994-08-24","1994-09-23","1994-09-23","0.5","391.4","249.4","20","11","60.1","189.9"
*,,"NIORO020_1_b27__16","NIORO------SOIL2","NIORO-2-----0XFX","","GENERIC------CTWN","27",16,"","0XFX",1,"NIORO","2",,,AgMIP,0,MEDI,ITSN840042,13.5861,-15.5782,"Maize",IF0021,"TZEEY-SRBC5",1995-06-11,1995-07-11,,,,,,"",2,60,0,0,556,,"","5b408e7d55c648ac5aad8256cc2b1cf15e85125fc277bf13c06f02cbe3ea3660","b148fb2c1cf46d7809c548061ff68ef5b274786c48f82ace2232f1f8e6cd1f10","4eb704ecd535b72d143060b88494a84726db6c0b071480f6fa52e081724d3966","385c59737ad066fb338e43c1597ecb38da6d456cc296196639eacd6b35a5dcca","bf07f6a68d763e9a958a1d247ee7399d7c381304421fe63fb52bee0ee2bcf4ce","","3dbfa8f39f5e6841c5cb95d0e8307a4a1fe7dedbe36da286c1d780b2d205e467",DSSAT,"DSSAT MZCER046 Ver. 4.6.0.043 -develop","569","1755","1995-08-23","1995-09-20","1995-09-20","0.5","438.4","301.7","20","6","61.7","240.1"
*,,"NIORO020_1_b27__17","NIORO------SOIL2","NIORO-2-----0XFX","","GENERIC------CTWN","27",17,"","0XFX",1,"NIORO","2",,,AgMIP,0,MEDI,ITSN840042,13.5861,-15.5782,"Maize",IF0021,"TZEEY-SRBC5",1996-06-11,1996-07-11,,,,,,"",2,60,0,0,556,,"","5b408e7d55c648ac5aad8256cc2b1cf15e85125fc277bf13c06f02cbe3ea3660","b148fb2c1cf46d7809c548061ff68ef5b274786c48f82ace2232f1f8e6cd1f10","4eb704ecd535b72d143060b88494a84726db6c0b071480f6fa52e081724d3966","385c59737ad066fb338e43c1597ecb38da6d456cc296196639eacd6b35a5dcca","bf07f6a68d763e9a958a1d247ee7399d7c381304421fe63fb52bee0ee2bcf4ce","","3dbfa8f39f5e6841c5cb95d0e8307a4a1fe7dedbe36da286c1d780b2d205e467",DSSAT,"DSSAT MZCER046 Ver. 4.6.0.043 -develop","553","1491","1996-08-21","1996-09-19","1996-09-19","0.4","267.6","215.0","17","1","51.5","164.1"
*,,"NIORO020_1_b27__18","NIORO------SOIL2","NIORO-2-----0XFX","","GENERIC------CTWN","27",18,"","0XFX",1,"NIORO","2",,,AgMIP,0,MEDI,ITSN840042,13.5861,-15.5782,"Maize",IF0021,"TZEEY-SRBC5",1997-06-11,1997-07-11,,,,,,"",2,60,0,0,556,,"","5b408e7d55c648ac5aad8256cc2b1cf15e85125fc277bf13c06f02cbe3ea3660","b148fb2c1cf46d7809c548061ff68ef5b274786c48f82ace2232f1f8e6cd1f10","4eb704ecd535b72d143060b88494a84726db6c0b071480f6fa52e081724d3966","385c59737ad066fb338e43c1597ecb38da6d456cc296196639eacd6b35a5dcca","bf07f6a68d763e9a958a1d247ee7399d7c381304421fe63fb52bee0ee2bcf4ce","","3dbfa8f39f5e6841c5cb95d0e8307a4a1fe7dedbe36da286c1d780b2d205e467",DSSAT,"DSSAT MZCER046 Ver. 4.6.0.043 -develop","401","992","1997-08-21","1997-09-18","1997-09-18","0.3","309.2","214.3","12","3","35.0","179.7"
*,,"NIORO020_1_b27__19","NIORO------SOIL2","NIORO-2-----0XFX","","GENERIC------CTWN","27",19,"","0XFX",1,"NIORO","2",,,AgMIP,0,MEDI,ITSN840042,13.5861,-15.5782,"Maize",IF0021,"TZEEY-SRBC5",1998-06-11,1998-07-11,,,,,,"",2,60,0,0,556,,"","5b408e7d55c648ac5aad8256cc2b1cf15e85125fc277bf13c06f02cbe3ea3660","b148fb2c1cf46d7809c548061ff68ef5b274786c48f82ace2232f1f8e6cd1f10","4eb704ecd535b72d143060b88494a84726db6c0b071480f6fa52e081724d3966","385c59737ad066fb338e43c1597ecb38da6d456cc296196639eacd6b35a5dcca","bf07f6a68d763e9a958a1d247ee7399d7c381304421fe63fb52bee0ee2bcf4ce","","3dbfa8f39f5e6841c5cb95d0e8307a4a1fe7dedbe36da286c1d780b2d205e467",DSSAT,"DSSAT MZCER046 Ver. 4.6.0.043 -develop","726","1988","1998-08-27","1998-09-25","1998-09-25","0.5","397.2","271.2","23","4","62.3","209.1"
*,,"NIORO020_1_b27__20","NIORO------SOIL2","NIORO-2-----0XFX","","GENERIC------CTWN","27",20,"","0XFX",1,"NIORO","2",,,AgMIP,0,MEDI,ITSN840042,13.5861,-15.5782,"Maize",IF0021,"TZEEY-SRBC5",1999-06-11,1999-07-11,,,,,,"",2,60,0,0,556,,"","5b408e7d55c648ac5aad8256cc2b1cf15e85125fc277bf13c06f02cbe3ea3660","b148fb2c1cf46d7809c548061ff68ef5b274786c48f82ace2232f1f8e6cd1f10","4eb704ecd535b72d143060b88494a84726db6c0b071480f6fa52e081724d3966","385c59737ad066fb338e43c1597ecb38da6d456cc296196639eacd6b35a5dcca","bf07f6a68d763e9a958a1d247ee7399d7c381304421fe63fb52bee0ee2bcf4ce","","3dbfa8f39f5e6841c5cb95d0e8307a4a1fe7dedbe36da286c1d780b2d205e467",DSSAT,"DSSAT MZCER046 Ver. 4.6.0.043 -develop","694","1944","1999-08-23","1999-09-21","1999-09-21","0.5","574.2","319.4","22","26","62.5","257.5"
